o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_0,0.5,0.73,0.64,0.82,0.67,0.3,3.0,7.0,0.0,0.0,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.4,0.54,0.33,0.58,0.36,4.0,7.0,0.0,0.0,0.0,0.14,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.38,0.62,0.44,0.57,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.6,0.44,0.5,0.56,0.36,5.0,8.0,0.0,0.21,0.0,0.38,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.44,0.28,0.35,0.25,0.55,0.37,5.0,8.0,0.0,0.0,0.0,0.19,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.57,0.3,0.51,0.37,0.31,5.0,10.0,0.07,0.39,0.25,0.5,0.5,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.45,0.22,0.41,0.31,0.27,5.0,12.0,0.33,0.5,0.4,0.58,0.5,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.4,0.2,0.38,0.27,0.21,5.0,14.0,0.55,0.58,0.46,0.61,0.5,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.42,0.18,0.34,0.25,0.13,5.0,15.0,0.54,0.68,0.62,0.73,0.5,N
MOVE PLACE_3_1 PLACE_3_2,0.4,0.24,0.31,0.27,0.23,0.22,5.0,15.0,0.57,0.57,0.63,0.63,0.5,N
MOVE PLACE_3_2 PLACE_3_3,0.38,0.22,0.29,0.24,0.12,0.23,5.0,15.0,0.62,0.61,0.68,0.67,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.22,0.24,0.26,0.12,0.22,5.0,15.0,0.62,0.64,0.68,0.7,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.2,0.21,0.18,0.19,0.2,0.22,5.0,15.0,0.66,0.54,0.71,0.6,0.5,N
MOVE PLACE_1_3 PLACE_1_2,0.0,0.21,0.15,0.19,0.2,0.3,5.0,15.0,0.56,0.57,0.62,0.6,0.5,N
