o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.5,0.56,0.62,0.52,0.67,0.41,3.0,6.0,0.0,0.0,0.0,0.0,0.5,N
PICKUP PLACE_0_0 KEY_0,0.46,0.4,0.54,0.33,0.58,0.36,4.0,7.0,0.0,0.0,0.0,0.14,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.57,0.54,0.55,0.62,0.4,4.0,7.0,0.0,0.08,0.0,0.29,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.14,0.36,0.43,0.35,0.45,0.32,4.0,8.0,0.0,0.21,0.08,0.31,0.5,N
MOVE PLACE_2_0 PLACE_3_0,0.1,0.31,0.29,0.26,0.37,0.26,4.0,10.0,0.29,0.33,0.25,0.4,0.5,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.44,0.26,0.54,0.29,0.23,4.0,12.0,0.56,0.5,0.45,0.54,0.5,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.51,0.23,0.52,0.29,0.15,4.0,13.0,0.5,0.54,0.59,0.62,0.5,N
MOVE PLACE_3_1 PLACE_3_2,0.07,0.26,0.2,0.27,0.25,0.2,4.0,13.0,0.54,0.5,0.62,0.58,0.5,N
MOVE PLACE_3_2 PLACE_3_3,0.37,0.25,0.39,0.25,0.18,0.2,4.0,13.0,0.64,0.54,0.67,0.62,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.25,0.25,0.31,0.27,0.18,0.2,4.0,13.0,0.64,0.58,0.67,0.65,0.5,N
MOVE PLACE_2_3 PLACE_2_2,0.03,0.25,0.19,0.27,0.19,0.25,4.0,13.0,0.61,0.54,0.63,0.58,0.5,N
MOVE PLACE_2_2 PLACE_1_2,0.08,0.29,0.15,0.24,0.21,0.33,4.0,13.0,0.6,0.42,0.62,0.46,0.5,N
