o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.33,0.29,0.55,0.44,0.57,0.46,4.0,5.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.29,0.55,0.42,0.57,0.5,4.0,5.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.43,0.29,0.58,0.46,0.62,0.56,4.0,5.0,0.0,0.0,0.0,0.0,1.0,Y
MOVE PLACE_2_0 PLACE_2_1,0.22,0.11,0.46,0.4,0.5,0.41,4.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.2,0.05,0.4,0.27,0.37,0.34,4.0,9.0,0.14,0.25,0.25,0.28,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.15,0.27,0.24,0.31,0.29,4.0,11.0,0.5,0.5,0.55,0.55,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.11,0.21,0.28,0.32,0.23,0.27,4.0,12.0,0.45,0.45,0.5,0.5,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.35,0.14,0.44,0.27,0.25,0.27,4.0,12.0,0.5,0.32,0.58,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_2,0.0,0.13,0.23,0.33,0.25,0.35,4.0,12.0,0.54,0.36,0.62,0.46,2.0,N
MOVE PLACE_3_2 PLACE_3_1,0.0,0.13,0.25,0.33,0.25,0.35,4.0,12.0,0.5,0.41,0.54,0.5,2.0,N
MOVE PLACE_3_1 PLACE_3_0,0.0,0.14,0.25,0.33,0.29,0.35,4.0,12.0,0.46,0.36,0.54,0.42,2.0,N
