ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,remainingLandmarks,hasLM,Label
SAIL L4 L2,0.5,0.01,0.01,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.5,N
SAIL L2 L1,0.33,0.02,0.02,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,9,0.5,N
BOARD C2 L1,0.33,0.02,0.0,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,21,0.33,N
SAIL L1 L3,0.33,0.03,0.01,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,9,0.17,N
SAIL L3 L4,0.5,0.06,0.02,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,9,0.33,N
DEBARK C2 L4,0.33,0.11,0.0,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,18,0.5,N
SAIL L4 L1,0.33,0.15,0.0,1.48,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,17,0.5,N
BOARD C1 L1,0.33,0.44,0.01,1.76,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,16,0.33,N
SAIL L1 L2,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,0.5,0.01,0.02,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,15,0.17,N
DEBARK C1 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.17,N
