o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_0,0.33,0.25,0.31,0.29,0.36,0.41,7.0,6.0,0.08,0.0,0.21,0.0,2.0,N
PICKUP PLACE_0_0 KEY_1,0.86,0.25,0.82,0.29,0.27,0.41,8.0,7.0,0.21,0.0,0.31,0.14,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.69,0.64,0.7,0.67,0.33,0.26,8.0,9.0,0.14,0.38,0.25,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.36,0.48,0.28,0.52,0.37,0.34,8.0,9.0,0.21,0.31,0.38,0.44,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.48,0.53,0.52,0.53,0.19,0.18,10.0,11.0,0.33,0.5,0.45,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.31,0.29,0.33,0.27,0.31,0.29,10.0,11.0,0.44,0.5,0.55,0.55,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.31,0.42,0.4,0.31,0.29,10.0,11.0,0.44,0.5,0.55,0.59,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.28,0.15,0.22,0.21,0.31,0.29,10.0,11.0,0.39,0.5,0.45,0.45,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.29,0.19,0.3,0.29,0.4,0.33,10.0,11.0,0.33,0.4,0.4,0.45,1.0,Y
MOVE PLACE_1_3 PLACE_0_3,0.14,0.2,0.27,0.29,0.31,0.38,10.0,11.0,0.45,0.3,0.5,0.36,2.0,N
