o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.75,0.79,0.79,0.74,0.36,0.4,7.0,7.0,0.08,0.0,0.21,0.07,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.71,0.69,0.7,0.74,0.36,0.33,7.0,8.0,0.08,0.21,0.14,0.19,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.4,0.36,0.57,0.53,0.31,0.28,8.0,9.0,0.21,0.38,0.25,0.39,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.36,0.27,0.36,0.33,0.31,0.28,8.0,9.0,0.29,0.25,0.44,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.38,0.33,0.57,0.5,0.36,0.28,8.0,9.0,0.29,0.38,0.44,0.5,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.18,0.31,0.29,0.37,0.34,8.0,9.0,0.21,0.38,0.31,0.33,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.17,0.15,0.27,0.25,0.31,0.29,10.0,11.0,0.5,0.55,0.5,0.5,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.15,0.14,0.22,0.21,0.29,0.27,11.0,12.0,0.45,0.59,0.5,0.67,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.17,0.14,0.22,0.21,0.29,0.27,11.0,12.0,0.45,0.5,0.5,0.5,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.15,0.14,0.3,0.29,0.33,0.31,11.0,12.0,0.4,0.45,0.45,0.5,1.0,Y
MOVE PLACE_1_3 PLACE_0_3,0.07,0.14,0.27,0.29,0.29,0.35,11.0,12.0,0.5,0.27,0.54,0.33,2.0,N
