o,C,R,D,Fo,DistToCritical,DistToDesirable,CurrentHasLM,Label
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.05,1.3,5,10,0.6,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,4,9,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,4,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.03,0.09,1.27,8,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.02,0.07,1.45,10,11,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.05,0.1,1.28,9,12,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.02,0.08,1.27,11,10,0.4,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.08,0.16,1.92,11,10,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.08,0.16,1.42,10,9,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.01,0.11,1.23,9,7,0.4,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,-1,0,0.4,N
