o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.29,0.75,0.36,0.79,0.5,0.36,5.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_0,0.25,0.86,0.31,0.82,0.45,0.27,6.0,8.0,0.0,0.21,0.25,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.69,0.31,0.7,0.45,0.33,6.0,8.0,0.0,0.14,0.0,0.25,0.5,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.37,0.36,0.35,0.28,0.5,0.37,6.0,8.0,0.0,0.21,0.0,0.38,0.75,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.48,0.28,0.52,0.37,0.19,8.0,10.0,0.29,0.33,0.25,0.45,0.75,N
MOVE PLACE_2_0 PLACE_3_0,0.17,0.5,0.23,0.47,0.31,0.16,10.0,12.0,0.44,0.5,0.55,0.54,0.75,N
MOVE PLACE_3_0 PLACE_3_1,0.08,0.58,0.21,0.58,0.27,0.22,12.0,13.0,0.55,0.46,0.5,0.5,0.75,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.36,0.35,0.33,0.31,0.25,0.25,13.0,13.0,0.5,0.5,0.58,0.58,0.75,N
MOVE PLACE_3_1 PLACE_3_2,0.42,0.13,0.42,0.16,0.14,0.25,15.0,13.0,0.54,0.54,0.6,0.62,0.75,N
MOVE PLACE_3_2 PLACE_3_3,0.24,0.13,0.29,0.16,0.22,0.25,15.0,13.0,0.57,0.58,0.63,0.62,0.75,N
MOVE PLACE_3_3 PLACE_2_3,0.24,0.25,0.29,0.16,0.22,0.25,15.0,13.0,0.61,0.46,0.67,0.54,0.75,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.24,0.17,0.22,0.23,0.33,15.0,13.0,0.57,0.5,0.6,0.54,0.75,N
