ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,remainingLandmarks,hasLM,Label
SAIL L4 L2,0.5,0.06,0.01,1.55,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,9,0.5,N
SAIL L2 L1,0.33,0.11,0.02,1.42,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,8,0.5,N
BOARD C1 L1,0.33,0.06,0.11,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.33,N
SAIL L1 L3,0.33,0.01,0.03,1.31,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,7,0.17,N
SAIL L3 L4,0.5,0.04,0.08,1.46,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.33,N
DEBARK C1 L4,0.33,0.08,0.17,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,5,0.5,N
SAIL L4 L1,0.33,0.11,0.22,1.22,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,4,0.5,N
BOARD C2 L1,0.33,0.33,0.67,0.99,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,1,3,0.33,N
SAIL L1 L4,0.33,0.0,0.33,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.33,N
DEBARK C2 L4,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
