ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,hasLM,Label
PICKUP PLACE_0_0 KEY_0,0.33,0.15,0.09,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.37,0.16,1.71,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.5,0.31,1.69,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.33,0.21,0.25,1.29,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,8,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.16,0.1,1.56,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.24,0.14,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.28,0.08,1.7000000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,11,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.33,0.25,0.23,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.25,0.25,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.25,0.25,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.5,0.5,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.25,0.25,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,4,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.62,0.25,1.87,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.08,0.33,1.08,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,4,2,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.33,0.17,0.33,1.17,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
