o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.5,0.75,0.62,0.79,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.71,0.64,0.7,0.71,0.36,3.0,7.0,0.0,0.08,0.0,0.14,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.18,0.4,0.5,0.57,0.5,0.31,3.0,8.0,0.0,0.21,0.0,0.25,0.5,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.38,0.33,0.44,0.4,0.25,3.0,10.0,0.17,0.39,0.14,0.45,0.5,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.65,0.29,0.68,0.31,0.26,3.0,11.0,0.5,0.35,0.39,0.41,0.5,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.29,0.25,0.33,0.31,0.29,3.0,11.0,0.44,0.4,0.55,0.5,0.5,N
MOVE PLACE_3_1 PLACE_3_2,0.08,0.15,0.22,0.2,0.27,0.29,3.0,11.0,0.5,0.45,0.58,0.55,0.5,N
MOVE PLACE_3_2 PLACE_3_3,0.39,0.15,0.41,0.2,0.19,0.29,3.0,11.0,0.62,0.45,0.64,0.5,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.29,0.27,0.2,0.19,0.29,3.0,11.0,0.62,0.45,0.64,0.5,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.22,0.22,0.22,0.27,0.22,0.33,3.0,11.0,0.57,0.4,0.6,0.45,0.5,N
