ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,remainingLandmarks,hasLM,Label
PICKUP PLACE_0_0 KEY_1,0.5,0.08,0.04,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.17,0.05,1.62,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.5,0.1,1.9,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.0,0.06,1.27,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.08,0.1,1.31,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.06,0.11,1.4500000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.06,0.12,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,7,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.12,0.29,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,6,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.12,0.29,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,6,0.33,N
MOVE PLACE_3_2 PLACE_3_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
