ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,remainingLandmarks,hasLM,Label
MOVE PLACE_2_3 PLACE_2_4,0.5,0.0,0.01,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,10,0.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.01,0.02,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,9,0.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.02,0.03,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.0,N
MOVE PLACE_2_6 PLACE_2_7,0.5,0.03,0.05,1.48,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,7,0.0,N
MOVE PLACE_2_7 PLACE_2_8,0.5,0.06,0.09,1.4700000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,6,0.0,N
MOVE PLACE_2_8 PLACE_2_9,0.5,0.12,0.15,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,5,0.0,N
MOVE PLACE_2_9 PLACE_3_9,0.33,0.0,0.03,1.3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,4,0.0,N
MOVE PLACE_3_9 PLACE_3_10,0.33,0.0,0.04,1.29,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,3,0.0,N
MOVE PLACE_3_10 PLACE_3_11,0.33,0.0,0.11,1.22,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,2,0.0,N
MOVE PLACE_3_11 PLACE_3_12,0.33,0.0,0.33,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.0,N
MOVE PLACE_3_12 PLACE_3_13,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
