ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,hasLM,Label
SAIL L4 L2,0.5,0.03,0.01,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,9,0.5,N
SAIL L2 L1,0.33,0.05,0.01,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C1 L1,0.33,0.05,0.0,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,20,0.33,N
SAIL L1 L3,0.33,0.02,0.01,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,8,0.17,N
SAIL L3 L4,0.5,0.04,0.01,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
DEBARK C1 L4,0.33,0.07,0.0,1.4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,17,0.5,N
SAIL L4 L1,0.33,0.1,0.0,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,16,0.5,N
BOARD C2 L1,0.33,0.29,0.01,1.6099999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,15,0.33,N
SAIL L1 L2,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,0.5,0.01,0.02,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,14,0.17,N
DEBARK C2 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.17,N
SAIL L4 L1,0.25,0.04,0.01,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C1 L1,0.33,0.05,0.0,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,20,0.33,N
SAIL L1 L3,0.33,0.02,0.01,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,8,0.17,N
SAIL L3 L4,0.5,0.04,0.01,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
DEBARK C1 L4,0.33,0.07,0.0,1.4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,17,0.5,N
SAIL L4 L1,0.33,0.1,0.0,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,16,0.5,N
BOARD C2 L1,0.33,0.29,0.01,1.6099999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,15,0.33,N
SAIL L1 L4,0.33,0.19,0.02,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,13,0.33,N
SAIL L4 L3,0.5,0.5,0.5,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,1,0.17,N
DEBARK C2 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.17,N
SAIL L4 L1,0.25,0.04,0.01,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C2 L1,0.33,0.25,0.01,1.57,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,9,0.33,N
SAIL L1 L3,0.33,0.0,0.0,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,9,0.17,N
DEBARK C2 L3,0.33,0.01,0.0,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,17,0.17,N
SAIL L3 L1,0.33,0.01,0.0,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,16,0.33,N
BOARD C1 L1,0.33,0.02,0.0,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,15,0.17,N
SAIL L1 L4,0.33,0.02,0.05,1.3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,12,0.17,N
DEBARK C1 L4,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
SAIL L4 L1,0.25,0.04,0.01,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C1 L1,0.33,0.05,0.0,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,20,0.33,N
SAIL L1 L3,0.33,0.02,0.01,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,8,0.17,N
SAIL L3 L4,0.5,0.04,0.01,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
DEBARK C1 L4,0.33,0.07,0.0,1.4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,17,0.5,N
SAIL L4 L1,0.33,0.1,0.0,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,16,0.5,N
BOARD C2 L1,0.33,0.29,0.01,1.6099999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,15,0.33,N
SAIL L1 L4,0.33,0.19,0.02,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,13,0.33,N
SAIL L4 L2,0.5,1.0,0.0,2.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.17,N
DEBARK C2 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.17,N
SAIL L4 L1,0.25,0.04,0.01,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C2 L1,0.33,0.25,0.01,1.57,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,9,0.33,N
SAIL L1 L2,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,0.5,0.0,0.01,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.17,N
DEBARK C2 L3,0.33,0.0,0.0,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,18,0.17,N
SAIL L3 L1,0.33,0.01,0.0,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,16,0.33,N
BOARD C1 L1,0.33,0.02,0.0,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,15,0.17,N
SAIL L1 L4,0.33,0.01,0.01,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,14,0.17,N
DEBARK C1 L4,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
SAIL L4 L2,0.5,0.03,0.01,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,9,0.5,N
SAIL L2 L1,0.33,0.05,0.01,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C2 L1,0.33,0.25,0.01,1.57,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,9,0.33,N
SAIL L1 L2,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,0.5,0.0,0.01,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.17,N
DEBARK C2 L3,0.33,0.0,0.0,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,18,0.17,N
SAIL L3 L2,0.5,0.0,0.0,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,17,0.33,N
SAIL L2 L1,0.5,0.01,0.0,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,16,0.33,N
BOARD C1 L1,0.33,0.02,0.0,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,15,0.17,N
SAIL L1 L4,0.33,0.01,0.01,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,14,0.17,N
DEBARK C1 L4,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
SAIL L4 L1,0.25,0.04,0.01,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.5,N
BOARD C1 L1,0.33,0.05,0.0,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,20,0.33,N
SAIL L1 L4,0.33,0.02,0.01,1.34,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,8,0.33,N
DEBARK C1 L4,0.33,0.06,0.02,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,12,0.5,N
SAIL L4 L1,0.33,0.08,0.02,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.5,N
BOARD C2 L1,0.33,0.24,0.07,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.33,N
SAIL L1 L4,0.33,0.21,0.02,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,13,0.33,N
SAIL L4 L2,0.5,1.0,0.0,2.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
SAIL L2 L3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.17,N
