o,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.5,0.33,0.62,0.55,0.67,0.57,3.0,4.0,0.0,0.0,0.0,0.0,0.5,N
PICKUP PLACE_0_0 KEY_0,0.46,0.29,0.54,0.44,0.58,0.5,4.0,5.0,0.0,0.0,0.0,0.0,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.31,0.54,0.46,0.62,0.5,4.0,5.0,0.0,0.0,0.0,0.0,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.5,0.31,0.44,0.38,0.6,0.45,4.0,6.0,0.0,0.0,0.0,0.0,1.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.3,0.2,0.33,0.28,0.45,0.37,4.0,8.0,0.0,0.29,0.14,0.31,0.5,N
MOVE PLACE_1_1 PLACE_1_2,0.17,0.18,0.25,0.24,0.34,0.31,4.0,10.0,0.25,0.39,0.33,0.5,0.5,N
MOVE PLACE_1_2 PLACE_1_3,0.29,0.54,0.19,0.5,0.29,0.25,4.0,12.0,0.45,0.45,0.55,0.54,0.5,N
MOVE PLACE_1_3 PLACE_2_3,0.26,0.24,0.26,0.24,0.15,0.27,4.0,12.0,0.5,0.5,0.58,0.58,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.21,0.21,0.24,0.24,0.13,0.2,4.0,14.0,0.61,0.58,0.63,0.64,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.32,0.33,0.3,0.38,0.13,0.22,4.0,15.0,0.6,0.57,0.66,0.63,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.27,0.21,0.29,0.13,0.23,4.0,15.0,0.6,0.61,0.66,0.67,0.5,N
MOVE PLACE_2_3 PLACE_2_2,0.3,0.12,0.31,0.21,0.21,0.22,4.0,15.0,0.63,0.5,0.69,0.57,0.5,N
MOVE PLACE_2_2 PLACE_2_1,0.0,0.12,0.18,0.23,0.21,0.28,4.0,15.0,0.67,0.54,0.69,0.6,0.5,N
MOVE PLACE_2_1 PLACE_2_0,0.0,0.12,0.21,0.23,0.21,0.3,4.0,15.0,0.57,0.57,0.62,0.6,0.5,N
